Site Id,OPC Tag,Turbine Id,Tag,Available Minutes,Averages,Max samples,Min Samples,Standra Deviation,Consistency (Minutes per 48 Hrs),Resolution (Average samples per minute),Resolution Error (RSD),Resolution with Error,Resolution With Consistency Confidence
WAD1,WAD1-0036.DI_In_CuNoLoadVarActive,36,DI_In_CuNoLoadVarActive,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0036.AI_In_MotorVoltageA1,36,AI_In_MotorVoltageA1,34,38.02941176,48,1,9.21790232,69%,63%,24%,51%,36%
WAD1,WAD1-0036.AI_In_MotorVoltageA2,36,AI_In_MotorVoltageA2,34,36.85294118,48,1,9.409420664,69%,61%,26%,49%,34%
WAD1,WAD1-0036.AI_In_MotorVoltageA3,36,AI_In_MotorVoltageA3,34,38.64705882,48,1,8.897727248,69%,64%,23%,53%,37%
WAD1,WAD1-0036.In_AnemometerWindSpd,36,In_AnemometerWindSpd,49,45.28571429,48,30,2.842821249,100%,75%,6%,72%,72%
WAD1,WAD1-0036.In_WindDirection,36,In_WindDirection,49,45.06122449,48,33,3.203366617,100%,75%,7%,72%,72%
WAD1,WAD1-0036.AI_In_TbRotorSpeed1,36,AI_In_TbRotorSpeed1,48,38.83333333,48,4,15.15933889,98%,65%,39%,45%,44%
WAD1,WAD1-0036.WFMS_TurbPosActPwr,36,WFMS_TurbPosActPwr,46,46.58695652,48,21,3.959447079,94%,78%,8%,73%,69%
WAD1,WAD1-0036.Curt_PowerMax,36,Curt_PowerMax,13,44,48,1,12.42206474,27%,73%,28%,59%,16%
WAD1,WAD1-0036.Pitch_PitchAxis2Temp,36,Pitch_PitchAxis2Temp,9,29.33333333,47,4,15.26797665,18%,49%,52%,23%,4%
WAD1,WAD1-0036.DI_In_CuK1BrakerOn,36,DI_In_CuK1BrakerOn,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0036.B_WFMS_ActPwrDemVal,36,B_WFMS_ActPwrDemVal,3,9.333333333,20,1,7.930251502,6%,16%,85%,-27%,-2%
WAD1,WAD1-0036.Cu_GenSpeedAct,36,Cu_GenSpeedAct,49,46.7755102,48,32,2.443360901,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AI_In_TbBearingRotorTemp,36,AI_In_TbBearingRotorTemp,49,46.6122449,48,31,2.538007627,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AI_In_PitchAngleCurrent3,36,AI_In_PitchAngleCurrent3,48,35.4375,48,1,17.45339777,98%,59%,49%,34%,34%
WAD1,WAD1-0036.AI_In_PitchAngleCurrent2,36,AI_In_PitchAngleCurrent2,39,41.15384615,48,1,12.46232983,80%,69%,30%,53%,43%
WAD1,WAD1-0036.AI_In_PitchAngleCurrent1,36,AI_In_PitchAngleCurrent1,36,42.88888889,48,5,10.69989039,73%,71%,25%,59%,43%
WAD1,WAD1-0036.AI_CuTorqueAct,36,AI_CuTorqueAct,35,46.85714286,48,41,1.791134631,71%,78%,4%,76%,54%
WAD1,WAD1-0036.Out_TotalConsumption,36,Out_TotalConsumption,7,1,1,1,0,14%,2%,0%,2%,0%
WAD1,WAD1-0036.AI_In_Axis1BatVoltC6,36,AI_In_Axis1BatVoltC6,9,1.777777778,4,1,0.916245695,18%,3%,52%,-23%,-4%
WAD1,WAD1-0036.AI_In_Axis1BatVoltC5,36,AI_In_Axis1BatVoltC5,5,3,5,1,1.673320053,10%,5%,56%,-23%,-2%
WAD1,WAD1-0036.AI_In_Axis1BatVoltC4,36,AI_In_Axis1BatVoltC4,6,1.666666667,3,1,0.745355992,12%,3%,45%,-20%,-2%
WAD1,WAD1-0036.AI_In_Axis1BatVoltC3,36,AI_In_Axis1BatVoltC3,7,2.571428571,4,1,1.049781318,14%,4%,41%,-16%,-2%
WAD1,WAD1-0036.AI_In_Axis1BatVoltC2,36,AI_In_Axis1BatVoltC2,8,3,5,1,1.322875656,16%,5%,44%,-17%,-3%
WAD1,WAD1-0036.AI_In_Axis1BatVoltC1,36,AI_In_Axis1BatVoltC1,5,2.4,4,1,1.019803903,10%,4%,42%,-17%,-2%
WAD1,WAD1-0036.MBCEst_AccelForeAft,36,MBCEst_AccelForeAft,49,46.75510204,48,31,2.495143137,100%,78%,5%,75%,75%
WAD1,WAD1-0036.ControllerStateHeartbeat_R,36,ControllerStateHeartbeat_R,49,46.65306122,48,32,2.527812803,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AO_Cu_ReacPowerDem,36,AO_Cu_ReacPowerDem,47,46.70212766,48,31,2.704723163,96%,78%,6%,75%,72%
WAD1,WAD1-0036.DynCtl_ALC_Pitch1_2P,36,DynCtl_ALC_Pitch1_2P,12,46.75,48,43,1.58771324,24%,78%,3%,76%,19%
WAD1,WAD1-0036.AI_In_PitchAxis1ExpectedPos,36,AI_In_PitchAxis1ExpectedPos,36,34.77777778,48,6,12.912335,73%,58%,37%,39%,29%
WAD1,WAD1-0036.In_TempOutsideAir,36,In_TempOutsideAir,49,46.63265306,48,31,2.700671704,100%,78%,6%,75%,75%
WAD1,WAD1-0036.DO_Pitch_Axis1BrakeOn,36,DO_Pitch_Axis1BrakeOn,5,1.6,4,1,1.2,10%,3%,75%,-35%,-4%
WAD1,WAD1-0036.Curt_WFMSActPwrDemFreq,36,Curt_WFMSActPwrDemFreq,3,20,37,1,14.76482306,6%,33%,74%,-4%,0%
WAD1,WAD1-0036.Exchange.1.RawBytes,36,Exchange,37,1,1,1,0,76%,2%,0%,2%,1%
WAD1,WAD1-0036.AI_In_TbGenBearingTempDs,36,AI_In_TbGenBearingTempDs,49,46.69387755,48,32,2.442849471,100%,78%,5%,75%,75%
WAD1,WAD1-0036.Yaw_ToothCounter,36,Yaw_ToothCounter,6,2.666666667,9,1,2.867441756,12%,4%,108%,-49%,-6%
WAD1,WAD1-0036.AI_In_TbGenWinding2Temp,36,AI_In_TbGenWinding2Temp,49,46.59183673,48,31,2.709909008,100%,78%,6%,75%,75%
WAD1,WAD1-0036.In_WFMSActPwrDem,36,In_WFMSActPwrDem,13,42.38461538,48,1,12.45013723,27%,71%,29%,56%,15%
WAD1,WAD1-0036.AI_In_TbCabinetTemp,36,AI_In_TbCabinetTemp,37,7,22,1,6.596477356,76%,12%,94%,-35%,-27%
WAD1,WAD1-0036.DynCtl_TorqueSetpt_PI,36,DynCtl_TorqueSetpt_PI,35,46.94285714,48,42,1.329723003,71%,78%,3%,77%,55%
WAD1,WAD1-0036.In_WindSpd,36,In_WindSpd,49,45.34693878,48,30,2.86107601,100%,76%,6%,72%,72%
WAD1,WAD1-0036.DynCtl_ALC_PitchTwrFb,36,DynCtl_ALC_PitchTwrFb,12,45.58333333,48,33,4.091827899,24%,76%,9%,71%,18%
WAD1,WAD1-0036.WFMS_TurbMaxPosReactPwr,36,WFMS_TurbMaxPosReactPwr,11,17.27272727,29,1,8.291188193,22%,29%,48%,5%,1%
WAD1,WAD1-0036.OpCtl_TurbineStatus,36,OpCtl_TurbineStatus,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0036.Out_CalcTurbineStateSCADA,36,Out_CalcTurbineStateSCADA,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0036.AI_In_TbOutsideTemp1,36,AI_In_TbOutsideTemp1,49,46.59183673,48,32,2.664340232,100%,78%,6%,75%,75%
WAD1,WAD1-0036.AI_In_TbOutsideTemp2,36,AI_In_TbOutsideTemp2,49,46.53061224,48,31,2.778209971,100%,78%,6%,75%,75%
WAD1,WAD1-0036.Yaw_RevolutionsToUntwist,36,Yaw_RevolutionsToUntwist,7,3.428571429,11,1,3.245090483,14%,6%,95%,-42%,-6%
WAD1,WAD1-0036.DO_Pitch_Axis2GoToPos,36,DO_Pitch_Axis2GoToPos,3,2,4,1,1.414213562,6%,3%,71%,-32%,-2%
WAD1,WAD1-0036.Cu_ConverterStatus,36,Cu_ConverterStatus,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0036.In_GridMeasVoltL1Act,36,In_GridMeasVoltL1Act,49,46.57142857,48,32,2.657296463,100%,78%,6%,75%,75%
WAD1,WAD1-0036.Exchange.1.Header.TimeStamp,36,Exchange,49,46.6122449,48,31,2.678838665,100%,78%,6%,75%,75%
WAD1,WAD1-0036.DynCtl_RotorSpeedSetpoint,36,DynCtl_RotorSpeedSetpoint,37,37.18918919,48,1,17.54351784,76%,62%,47%,38%,29%
WAD1,WAD1-0036.Curt_WFMSLossP,36,Curt_WFMSLossP,1,3,3,3,0,2%,5%,0%,5%,0%
WAD1,WAD1-0036.WFMS_TurbMeasPhi,36,WFMS_TurbMeasPhi,49,46.6122449,48,32,2.709140435,100%,78%,6%,75%,75%
WAD1,WAD1-0036.AI_in_HubAmbientTemp,36,AI_in_HubAmbientTemp,25,32.6,48,1,16.55777763,51%,54%,51%,29%,15%
WAD1,WAD1-0036.MBCEst_SpeedSidetoSide,36,MBCEst_SpeedSidetoSide,49,46.73469388,48,33,2.422475629,100%,78%,5%,75%,75%
WAD1,WAD1-0036.C_WFMS_ActPwrDemFreq,36,C_WFMS_ActPwrDemFreq,2,30.5,38,23,7.5,4%,51%,25%,39%,2%
WAD1,WAD1-0036.Out_TotalProduction,36,Out_TotalProduction,35,12.82857143,28,1,9.909550125,71%,21%,77%,-17%,-12%
WAD1,WAD1-0036.B_Curt_ExtCurtailmentActive,36,B_Curt_ExtCurtailmentActive,2,10,19,1,9,4%,17%,90%,-28%,-1%
WAD1,WAD1-0036.SM_Curt_NormalOperation,36,SM_Curt_NormalOperation,3,1.333333333,2,1,0.471404521,6%,2%,35%,-15%,-1%
WAD1,WAD1-0036.WFMS_TurbTrackNum,36,WFMS_TurbTrackNum,49,46.71428571,48,33,2.390457219,100%,78%,5%,75%,75%
WAD1,WAD1-0036.In_WFMSReactPwrDem,36,In_WFMSReactPwrDem,47,46.72340426,48,31,2.549110213,96%,78%,5%,75%,72%
WAD1,WAD1-0036.Idle_Time,36,Idle_Time,49,46.24489796,48,30,2.853788118,100%,77%,6%,74%,74%
WAD1,WAD1-0036.AI_In_DCLinkVoltageIA2,36,AI_In_DCLinkVoltageIA2,49,46.6122449,48,31,2.701596856,100%,78%,6%,75%,75%
WAD1,WAD1-0036.AI_In_DCLinkVoltageIA1,36,AI_In_DCLinkVoltageIA1,49,46.75510204,48,32,2.478730849,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AI_In_DCLinkVoltageIA3,36,AI_In_DCLinkVoltageIA3,49,46.69387755,48,31,2.484269544,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AI_GenSpdProximitySensor,36,AI_GenSpdProximitySensor,49,41.59183673,48,4,10.50542788,100%,69%,25%,57%,57%
WAD1,WAD1-0036.AI_In_TbNacelleTemperature,36,AI_In_TbNacelleTemperature,49,46.75510204,48,33,2.403489065,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AI_In_GridMonCurrentL3Act,36,AI_In_GridMonCurrentL3Act,49,46.69387755,48,31,2.508793365,100%,78%,5%,75%,75%
WAD1,WAD1-0036.OpCtl_TSR,36,OpCtl_TSR,49,46.79591837,48,32,2.449319704,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AO_Pitch_HeartBeatSend1,36,AO_Pitch_HeartBeatSend1,49,46.71428571,48,33,2.390457219,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AO_Pitch_HeartBeatSend2,36,AO_Pitch_HeartBeatSend2,49,46.6122449,48,32,2.709140435,100%,78%,6%,75%,75%
WAD1,WAD1-0036.AO_Pitch_HeartBeatSend3,36,AO_Pitch_HeartBeatSend3,49,46.7755102,48,33,2.409719317,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AI_In_MSFProxSensor4,36,AI_In_MSFProxSensor4,49,45.44897959,48,31,3.097472469,100%,76%,7%,72%,72%
WAD1,WAD1-0036.AI_In_MSFProxSensor3,36,AI_In_MSFProxSensor3,49,45.53061224,48,32,3.435124932,100%,76%,8%,72%,72%
WAD1,WAD1-0036.AI_In_MSFProxSensor2,36,AI_In_MSFProxSensor2,49,45.69387755,48,32,2.970632322,100%,76%,7%,73%,73%
WAD1,WAD1-0036.AI_In_MSFProxSensor1,36,AI_In_MSFProxSensor1,49,45.63265306,48,31,3.088450358,100%,76%,7%,73%,73%
WAD1,WAD1-0036.AI_In_CuCoolantTemp,36,AI_In_CuCoolantTemp,49,46.67346939,48,31,2.558600982,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AI_In_CuLnBpTemp2,36,AI_In_CuLnBpTemp2,49,46.73469388,48,33,2.422475629,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AI_In_CuLnBpTemp3,36,AI_In_CuLnBpTemp3,49,46.75510204,48,31,2.495143137,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AI_In_CuLnBpTemp1,36,AI_In_CuLnBpTemp1,49,46.67346939,48,32,2.534559134,100%,78%,5%,75%,75%
WAD1,WAD1-0036.SM_Curt_WFMSPowCtlEnable,36,SM_Curt_WFMSPowCtlEnable,3,1,1,1,0,6%,2%,0%,2%,0%
WAD1,WAD1-0036.In_RotorSpd,36,In_RotorSpd,39,45.56410256,48,11,6.200888571,80%,76%,14%,69%,55%
WAD1,WAD1-0036.Pitch_PitchBatt1Temp,36,Pitch_PitchBatt1Temp,40,31.45,48,1,16.27259967,82%,52%,52%,27%,22%
WAD1,WAD1-0036.DynCtl_ALC_TorqueTwrFb,36,DynCtl_ALC_TorqueTwrFb,35,46.85714286,48,41,1.709517177,71%,78%,4%,76%,54%
WAD1,WAD1-0036.In_GridMeasVoltL2Act,36,In_GridMeasVoltL2Act,49,46.6122449,48,32,2.701596856,100%,78%,6%,75%,75%
WAD1,WAD1-0036.DI_In_CuOperational,36,DI_In_CuOperational,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0036.AI_In_PitchSpeedCurrent2,36,AI_In_PitchSpeedCurrent2,39,42.35897436,48,3,11.40959376,80%,71%,27%,57%,45%
WAD1,WAD1-0036.AI_In_PitchSpeedCurrent3,36,AI_In_PitchSpeedCurrent3,48,36.77083333,48,1,17.07000242,98%,61%,46%,38%,37%
WAD1,WAD1-0036.AI_In_PitchSpeedCurrent1,36,AI_In_PitchSpeedCurrent1,38,42.13157895,48,1,11.63518044,78%,70%,28%,56%,44%
WAD1,WAD1-0036.WFMS_MasterTrackNum,36,WFMS_MasterTrackNum,49,46.57142857,48,32,2.657296463,100%,78%,6%,75%,75%
WAD1,WAD1-0036.Curt_WFMSReactPwrDem,36,Curt_WFMSReactPwrDem,48,45.875,48,1,6.960079621,98%,76%,15%,69%,67%
WAD1,WAD1-0036.DynCtl_ALC_Pitch2_2P,36,DynCtl_ALC_Pitch2_2P,12,46.75,48,43,1.639359631,24%,78%,4%,76%,19%
WAD1,WAD1-0036.C_WFMS_ActPwrDem,36,C_WFMS_ActPwrDem,13,42.30769231,48,1,12.41205751,27%,71%,29%,56%,15%
WAD1,WAD1-0036.DrvTr_DrvTrOscAccel,36,DrvTr_DrvTrOscAccel,49,46.6122449,48,31,2.678838665,100%,78%,6%,75%,75%
WAD1,WAD1-0036.AI_In_BrakePWMVoltageA1,36,AI_In_BrakePWMVoltageA1,35,43.37142857,48,1,11.00671409,71%,72%,25%,60%,43%
WAD1,WAD1-0036.AI_In_BrakePWMVoltageA2,36,AI_In_BrakePWMVoltageA2,35,43.48571429,48,1,11.07473683,71%,72%,25%,60%,43%
WAD1,WAD1-0036.AI_In_BrakePWMVoltageA3,36,AI_In_BrakePWMVoltageA3,35,43.4,48,1,10.99922075,71%,72%,25%,60%,43%
WAD1,WAD1-0036.AI_In_TbGbxOilTempSump,36,AI_In_TbGbxOilTempSump,49,46.71428571,48,32,2.415933504,100%,78%,5%,75%,75%
WAD1,WAD1-0036.WFMS_TurbMeasWndDir,36,WFMS_TurbMeasWndDir,4,1.75,3,1,0.829156198,8%,3%,47%,-21%,-2%
WAD1,WAD1-0036.AI_In_TbRotorSpdImpulse,36,AI_In_TbRotorSpdImpulse,49,38.20408163,48,5,15.88861689,100%,64%,42%,43%,43%
WAD1,WAD1-0036.Exchange.1.Header.ReqID,36,Exchange,49,46.63265306,48,31,2.545054248,100%,78%,5%,75%,75%
WAD1,WAD1-0036.MBCEst_SpeedWind,36,MBCEst_SpeedWind,49,46.6122449,48,32,2.709140435,100%,78%,6%,75%,75%
WAD1,WAD1-0036.AI_In_TbWindDirection_Thies2D,36,AI_In_TbWindDirection_Thies2D,49,45.10204082,48,31,3.06557514,100%,75%,7%,72%,72%
WAD1,WAD1-0036.AI_In_TbOutsideTemp_Thies2D,36,AI_In_TbOutsideTemp_Thies2D,32,2.6875,11,1,2.337700526,65%,4%,87%,-39%,-25%
WAD1,WAD1-0036.AI_In_CCU_Diag1,36,AI_In_CCU_Diag1,49,39.91836735,48,6,14.06520781,100%,67%,35%,49%,49%
WAD1,WAD1-0036.AI_In_CCU_Diag2,36,AI_In_CCU_Diag2,49,46.73469388,48,32,2.455942483,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AI_In_CCU_Diag4,36,AI_In_CCU_Diag4,49,40.57142857,48,11,12.49979592,100%,68%,31%,52%,52%
WAD1,WAD1-0036.AI_In_CCU_Diag9,36,AI_In_CCU_Diag9,49,46.67346939,48,33,2.385224544,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AI_In_CCU_Diag6,36,AI_In_CCU_Diag6,49,39.75510204,48,5,14.37050638,100%,66%,36%,48%,48%
WAD1,WAD1-0036.AI_In_CCU_Diag7,36,AI_In_CCU_Diag7,49,46.16326531,48,33,2.85247432,100%,77%,6%,74%,74%
WAD1,WAD1-0036.MBCEst_SpeedForeAft,36,MBCEst_SpeedForeAft,49,46.75510204,48,32,2.437216648,100%,78%,5%,75%,75%
WAD1,WAD1-0036.WFMS_TurbMeasActPwr,36,WFMS_TurbMeasActPwr,49,46.75510204,48,32,2.478730849,100%,78%,5%,75%,75%
WAD1,WAD1-0036.Curt_PowerLimitStatusWord,36,Curt_PowerLimitStatusWord,4,1.5,2,1,0.5,8%,3%,33%,-14%,-1%
WAD1,WAD1-0036.AI_In_CCU_Diag11,36,AI_In_CCU_Diag11,49,46.57142857,48,31,2.695423181,100%,78%,6%,75%,75%
WAD1,WAD1-0036.AI_In_CCU_Diag10,36,AI_In_CCU_Diag10,49,46.2244898,48,32,2.749881676,100%,77%,6%,74%,74%
WAD1,WAD1-0036.AI_In_CCU_Diag12,36,AI_In_CCU_Diag12,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0036.Out_PosReactiveEnergy,36,Out_PosReactiveEnergy,10,4.1,7,1,1.813835715,20%,7%,44%,-15%,-3%
WAD1,WAD1-0036.DynCtl_ALC_Acc_FAStdDev,36,DynCtl_ALC_Acc_FAStdDev,49,46.59183673,48,32,2.664340232,100%,78%,6%,75%,75%
WAD1,WAD1-0036.DynCtlMBC_FinePitch,36,DynCtlMBC_FinePitch,36,27.25,47,5,10.5419137,73%,45%,39%,26%,19%
WAD1,WAD1-0036.DynCtl_Blad2AngleSetpt,36,DynCtl_Blad2AngleSetpt,36,32.02777778,48,5,13.91938319,73%,53%,43%,32%,23%
WAD1,WAD1-0036.WFMS_TurbMeasWndSpd,36,WFMS_TurbMeasWndSpd,49,45.2244898,48,29,2.779409026,100%,75%,6%,72%,72%
WAD1,WAD1-0036.AI_In_TowerAccelSideSideRaw,36,AI_In_TowerAccelSideSideRaw,49,46.26530612,48,31,2.775810308,100%,77%,6%,74%,74%
WAD1,WAD1-0036.B_Curt_ExtCurtActiveDebounced,36,B_Curt_ExtCurtActiveDebounced,4,1,1,1,0,8%,2%,0%,2%,0%
WAD1,WAD1-0036.Out_OperationTimeYawRightInh,36,Out_OperationTimeYawRightInh,2,8.5,13,4,4.5,4%,14%,53%,-12%,-1%
WAD1,WAD1-0036.In_GenSpdHiPrecision,36,In_GenSpdHiPrecision,49,46.75510204,48,33,2.403489065,100%,78%,5%,75%,75%
WAD1,WAD1-0036.WFMS_TurbActPwrCurtSetpt,36,WFMS_TurbActPwrCurtSetpt,2,27,33,21,6,4%,45%,22%,34%,1%
WAD1,WAD1-0036.DO_Yaw_TbYawBrakesOff,36,DO_Yaw_TbYawBrakesOff,12,1.583333333,3,1,0.759202798,24%,3%,48%,-21%,-5%
WAD1,WAD1-0036.Out_NegReactiveEnergy,36,Out_NegReactiveEnergy,25,6.36,13,1,3.427885646,51%,11%,54%,-16%,-8%
WAD1,WAD1-0036.DO_Pitch_Axis1GoToPos,36,DO_Pitch_Axis1GoToPos,4,1.75,4,1,1.299038106,8%,3%,74%,-34%,-3%
WAD1,WAD1-0036.MBCEst_AirDensity,36,MBCEst_AirDensity,49,45.89795918,48,30,2.964035431,100%,76%,6%,73%,73%
WAD1,WAD1-0036.DynCtl_ALC_Pitch3_2P,36,DynCtl_ALC_Pitch3_2P,12,46.66666667,48,42,1.649915823,24%,78%,4%,76%,19%
WAD1,WAD1-0036.OpCtl_TurbineOperationState,36,OpCtl_TurbineOperationState,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0036.AI_In_Axis3BatVoltC1,36,AI_In_Axis3BatVoltC1,6,3.833333333,8,2,2.114762923,12%,6%,55%,-21%,-3%
WAD1,WAD1-0036.AI_In_Axis3BatVoltC2,36,AI_In_Axis3BatVoltC2,4,3.25,7,1,2.487468593,8%,5%,77%,-33%,-3%
WAD1,WAD1-0036.AI_In_Axis3BatVoltC5,36,AI_In_Axis3BatVoltC5,5,2.8,7,1,2.227105745,10%,5%,80%,-35%,-4%
WAD1,WAD1-0036.AI_In_Axis3BatVoltC6,36,AI_In_Axis3BatVoltC6,4,2.25,4,1,1.089724736,8%,4%,48%,-20%,-2%
WAD1,WAD1-0036.AI_In_Axis3BatVoltC3,36,AI_In_Axis3BatVoltC3,6,3,5,1,1.527525232,12%,5%,51%,-20%,-3%
WAD1,WAD1-0036.AI_In_Axis3BatVoltC4,36,AI_In_Axis3BatVoltC4,2,3.5,4,3,0.5,4%,6%,14%,-1%,0%
WAD1,WAD1-0036.DO_Pitch_Axis3GoToPos,36,DO_Pitch_Axis3GoToPos,4,1.75,4,1,1.299038106,8%,3%,74%,-34%,-3%
WAD1,WAD1-0036.DI_In_TbYawPosCounterCcw1st,36,DI_In_TbYawPosCounterCcw1st,3,3.333333333,7,1,2.624669291,6%,6%,79%,-34%,-2%
WAD1,WAD1-0036.AI_In_IOPackTemprA2_R,36,AI_In_IOPackTemprA2_R,37,5.810810811,16,1,4.446911092,76%,10%,77%,-29%,-22%
WAD1,WAD1-0036.MBCEst_AccelSidetoSide,36,MBCEst_AccelSidetoSide,49,46.73469388,48,31,2.51343744,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AI_In_Axis2BatVoltC1,36,AI_In_Axis2BatVoltC1,2,2,3,1,1,4%,3%,50%,-22%,-1%
WAD1,WAD1-0036.AI_In_Axis2BatVoltC3,36,AI_In_Axis2BatVoltC3,4,3,5,2,1.224744871,8%,5%,41%,-15%,-1%
WAD1,WAD1-0036.AI_In_Axis2BatVoltC2,36,AI_In_Axis2BatVoltC2,2,2.5,3,2,0.5,4%,4%,20%,-6%,0%
WAD1,WAD1-0036.AI_In_Axis2BatVoltC5,36,AI_In_Axis2BatVoltC5,4,2.25,4,1,1.299038106,8%,4%,58%,-25%,-2%
WAD1,WAD1-0036.AI_In_Axis2BatVoltC4,36,AI_In_Axis2BatVoltC4,4,2.75,5,1,1.479019946,8%,5%,54%,-22%,-2%
WAD1,WAD1-0036.AI_In_Axis2BatVoltC6,36,AI_In_Axis2BatVoltC6,3,1.666666667,3,1,0.942809042,6%,3%,57%,-26%,-2%
WAD1,WAD1-0036.B_Curt_ExternalPowerLimited,36,B_Curt_ExternalPowerLimited,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0036.Out_CalcTurbineConditionSCADA,36,Out_CalcTurbineConditionSCADA,2,1,1,1,0,4%,2%,0%,2%,0%
WAD1,WAD1-0036.Curt_WFMSTime,36,Curt_WFMSTime,2,39,48,30,9,4%,65%,23%,53%,2%
WAD1,WAD1-0036.MBCEst_TipSpeedRatio,36,MBCEst_TipSpeedRatio,49,46.71428571,48,32,2.441143927,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AI_In_IOPackTemprA3_R,36,AI_In_IOPackTemprA3_R,35,7.057142857,17,1,3.718239654,71%,12%,53%,-15%,-10%
WAD1,WAD1-0036.In_ActualAvgPitchAngle,36,In_ActualAvgPitchAngle,48,36.16666667,48,1,17.34614911,98%,60%,48%,36%,36%
WAD1,WAD1-0036.WFMS_TurbMaxNegReactPwr,36,WFMS_TurbMaxNegReactPwr,12,15.91666667,29,1,9.022733634,24%,27%,57%,-2%,0%
WAD1,WAD1-0036.AI_In_CuRtrBpTemp4,36,AI_In_CuRtrBpTemp4,49,46.57142857,48,32,2.657296463,100%,78%,6%,75%,75%
WAD1,WAD1-0036.AI_In_CuRtrBpTemp5,36,AI_In_CuRtrBpTemp5,49,46.67346939,48,32,2.40227575,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AI_In_CuRtrBpTemp6,36,AI_In_CuRtrBpTemp6,49,46.6122449,48,32,2.701596856,100%,78%,6%,75%,75%
WAD1,WAD1-0036.AI_In_CuRtrBpTemp1,36,AI_In_CuRtrBpTemp1,49,46.63265306,48,31,2.545054248,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AI_In_CuRtrBpTemp2,36,AI_In_CuRtrBpTemp2,49,46.55102041,48,31,2.785247027,100%,78%,6%,75%,75%
WAD1,WAD1-0036.AI_In_CuRtrBpTemp3,36,AI_In_CuRtrBpTemp3,49,46.59183673,48,31,2.679615929,100%,78%,6%,75%,75%
WAD1,WAD1-0036.In_GridMeasVoltL3Act,36,In_GridMeasVoltL3Act,49,46.6122449,48,32,2.701596856,100%,78%,6%,75%,75%
WAD1,WAD1-0036.DI_In_TbYawPosCounterCcw2nd,36,DI_In_TbYawPosCounterCcw2nd,4,2.75,7,1,2.487468593,8%,5%,90%,-41%,-3%
WAD1,WAD1-0036.WFMS_TurbMeasGridFreq,36,WFMS_TurbMeasGridFreq,49,46.73469388,48,31,2.497145392,100%,78%,5%,75%,75%
WAD1,WAD1-0036.Cu_CtlK1Counter,36,Cu_CtlK1Counter,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0036.AI_In_IOPackTemprA1_R,36,AI_In_IOPackTemprA1_R,36,6.638888889,17,1,4.697237828,73%,11%,71%,-24%,-18%
WAD1,WAD1-0036.DynCtl_ALC_Acc_SSStdDev,36,DynCtl_ALC_Acc_SSStdDev,49,46.75510204,48,32,2.453906608,100%,78%,5%,75%,75%
WAD1,WAD1-0036.Pitch_PitchBatt3Temp,36,Pitch_PitchBatt3Temp,35,32.28571429,48,1,14.3836642,71%,54%,45%,32%,23%
WAD1,WAD1-0036.OpCtl_Pitch2Min,36,OpCtl_Pitch2Min,13,30.53846154,47,1,13.07149208,27%,51%,43%,29%,8%
WAD1,WAD1-0036.DI_In_RotorReset,36,DI_In_RotorReset,28,3.464285714,9,1,2.306545699,57%,6%,67%,-28%,-16%
WAD1,WAD1-0036.Out_TurbineOKTime,36,Out_TurbineOKTime,38,46.39473684,48,31,2.987160892,78%,77%,6%,74%,57%
WAD1,WAD1-0036.Yaw_PositionToNorth,36,Yaw_PositionToNorth,4,2,3,1,0.707106781,8%,3%,35%,-14%,-1%
WAD1,WAD1-0036.AI_In_CuInletAirTemp,36,AI_In_CuInletAirTemp,49,46.75510204,48,33,2.403489065,100%,78%,5%,75%,75%
WAD1,WAD1-0036.AI_In_ControlBoxTempA3,36,AI_In_ControlBoxTempA3,9,18,48,1,19.4422221,18%,30%,108%,-24%,-4%
